prompt,target
"Title: Lightweight, Easy, powerful
Review: This little machine is fantastic. It’s powerful. It’s easy to carry and go the stairs. It’s easy to pull behind. And it’s easy to clean. When we moved I wanted to try something besides an upright. There’s no comparison. It gets all dirt and dust right up to the baseboards edge and it easily cleans under furniture and cabinets. Our house is all hard floors downstairs. It cleans quickly- makes it a breeze. Easy to get under and around odd pieces of furniture, like 3 legged iron side tables. I’m extremely impressed. My one con would be the short cord. But I’m getting a long extension cord to use with it. Easy fix.",1
"Title: Super clean laundry, lightweight, time consuming
Review: Update- 16 months after purchase,  this washer is functional again. Turns out that there was a sock stick in the drain of the spinner side.  It must've flown out of the spinner during a spin cycle.  I now know to use the white round thingy as a spinner cover when I have small items in there.  I use this for baby/kid clothes,  delicates, cloth napkins,  and cleaning rags. I don't recommend doing towels in here.  It does a terrible job at filtering out towel fuzz. It is best for small loads that you don't mind air drying.  I sometimes use this to make up a load for the dryer. It takes me all day to get a load that large done,  between varying for my kids and manually doing the load, it's very time consuming.  However, everything comes out rid",0
"Title: I LOVE LOVE LOVE LOVE...This Is FABULOUS For My Space I Need It For
Review: When I sent for this, I really was not expecting a lot.  I figured it would be a weanie type fan that would be neither impressive or helpful.  However..  well, let's take a look..<br /><br />WHAT IS THIS FAN LIKE?<br />This fan is pretty straight forward.  It is about 10 inches tall, and has a foot print of 4x4 inches.  It is a swirled plastic form like you see in the photo.  There is a grate which takes in the air, and long vents that push it out.<br /><br />CONTROLS<br />The controls are TOUCH.  That means you do not press it, only touch it.  You get four choices, low, medium, high, and OFF.<br /><br />HOW EFFECTIVE IS THIS?<br />This is beautiful.  I absolutely love this fan.  It truly is the answer to my problem.<br /><br />WHERE DID I ",1
"Title: great filter, fast delivery
Review: seriously, i ordered this in the morning and got it before 8pm.  well it was 758pm and was thrown at my door (i guess the delivery guy wanted to make it by 8pm or else!).  I was anticipating this package, but seriously...thrown at the front door?  Anyways, regarding the filter...my filter was clogged.  The water coming out was at a trickle.  I was so glad that when this was replaced, the water from the fridge gushed right out.  You are supposed to let the first gallon or so filter out prior to drinking.  This is a great filter and seems to last quite a while.",1
"Title: The most BORING movie related remotely to Martial Art If there is ...
Review: The most BORING movie related remotely to Martial Art!<br />If there is a vote on the most boring movies that ever filmed in the Ancient Worlds of China.  It is certainly listed as one of the top ten.  I would rate it as the worst.  Some viewers said the cinematography is great.  I feel it is OK, not bad.  By the way, there is no nothing wrong with the actresses and actors.  I watched many of their movies and they act well.  I have watched hundreds of movies in the Ancient Worlds of China and its cinematography is nothing extraordinary.  You could compare it with the films from Director Wong Kar-wai and Director  Zhang Yimou.  The problem is that the Director is more interested in making the movie &#34;different&#34; and &#34;artistic&#34; ",0
"Title: This isolator completely solved a speaker hiss problem
Review: I have one computer speaker system that accepts inputs from two sources.  I connected two computers to it only to find that I got a seriously annoying hiss from it under certain conditions when the video card was being used intensely.  Researching, I guessed that the two computers and their connection to the speaker system formed a ground loop.  This unit has tiny isolation transformers in it which break that loop and stopped the hissing perfectly with no negative effect on the sound quality.  A very inexpensive way to solve a very annoying problem.",1
"Title: Not just for pet food! Kind of a loose fit
Review: Ideally, these needed to have a slightly tighter fit. They barely hold on to the various can sizes, and a snugger fit would just be more secure. Having said that, it fits a wide variety of cans! Not just pet food! This is a great multi pack for your kitchen, with enough to share with friends or loved ones. Super versatile item, dishwasher safe, and fun colors. The tab on the side makes it easy to put on and takeoff. I love that it’s one size fits most. I took a few photographs so you could get a sense of the scale and functionality. I hope you find this review helpful!",1
"Title: Other remotes (TV) cause the fan to do different things!  :(
Review: Nice fan in and of itself. I keep it in the living room for when we are watching TV. The problem is that whenever I pick up my Amazon Fire remote to adjust the TV volume, it makes the fan beep loudly and activates the fan's oscillating function and the fan starts to swivel. If I have the fan on low setting, the Amazon remote will make the fan go full blast. And so on.<br /><br />I only unboxed it a few hours ago and it's already driving me nuts.<br /><br />I work crazy hours, I don't have time to return it, so I'm stuck with it. The fan itself is fine but I don't recommend buying it unless you are going to use it in a room where you don't have any other remote controls.",0
"Title: Not durable, NOT for aggressive chewers.
Review: This lasted less than an hour in the jaws of my persistent, but not particularly powerful chewer. She got the rope untied on one end, took the chew toy off, and then proceeded to quickly begin shredding the rubber ball. Obviously, I took that away from her, but left the rope for her to play with.<br /><br />Even the rope is poorly made. She has others that last a month or more, but she had this one in tiny pieces in a matter of minutes.<br /><br />If you buy this, do not allow  your dog chew on it unsupervised.",0
"Title: Nicely made and a pleasure to use!
Review: I really like the frosted glass housing and how it's put together. The cord is plenty long enough to reach where needed without getting in the way. I enjoy the options of the many different colors, works great as a night light (even if the &#34;dim&#34; settings could stand to be less bright), and I appreciate that it reminds me it's running because it's still lit and then shuts everything off, light included, when it's done with the cycle or runs out of water. I don't always use essential oils in it, but I enjoy the intermediate setting for when I do and it continues all day or all night! I accidentally got the air intake part wet the first time I cleaned it and could see droplets of water inside underneath and knew that couldn't be good, ",1
"Title: Over priced and smells like fish!
Review: I paid almost $3 per can for this highly- rated ""delicious"" food that my dog will not eat. He has NEVER walked away from any wet food...until this product was put in his bowl. I asked my neighbor to see if her dog would eat it...nope! Thank goodness Amazon allowed a returnless refund! I'll go back to the old food at half the price- that he loves.<br /><br />7/15 Update: I have now tried 3 different Wellness canned foods, and the dog was not a fan of any of them. I have gone back to Blue Buffalo, which he seems to love.",0
"Title: Horrible Game
Review: I HATED this game because I needed a storyline,missed the old dancing,wanted Sergui' back... I mean,Rayman has changed from a nice,straight hero,into a rude,as I like to call a RayRabbid. He burped,spat,farted... I miss a storyline,I wanted it to end with a bombing,and the Rabbids were blown of into the sunset... The minigames were WAY too easy,I mean,I beat every ""Trip""  in about thirty minutes,on the day I GOT IT!!!!! I loved the first one,it was addicting,and challenging,but this one,terrible,and you know what I hate the most about this cheap and lousy game,which I wanted so bad,I watched videos on Utube about it and it's sequel's,but what I hate the most is,that on the cover,clinging on the Eiffel Tower,was Surgui',the head bunny,but NO",0
"Title: Beautiful Chrome Finish
Review: The GROHE Ladylux is a real looker if you ask me. It reminds me a little bit of a tire iron for your vehicle, and it has the same heft and weight to match.<br /><br />But that's not what's to love about it.<br /><br />First of all, is the intuitive design for turning the faucet on and off. It is controlled by knobs instead of by a lever, which I believe may be difficult when all soaped up, but it certainly looks great.<br /><br />The second thing you'll note is the sheen and sheerness of it all. This faucet needs to go in a high performing sink. Something super sleek and cool looking that you might see in Iron Man's bathroom.<br /><br />Jokes aside, the pull out mechanism on this faucet is really a thing of beauty. It reminds me a bit of go",1
"Title: Great set
Review: These solar lights were beautiful. It is amazing how nice they look outside. They really can add something to your front lawn. It is also really nice for safety to add light.<br /><br />I love the solar lights because they are so convenient. It is great to just leave them outside and now have to worry about them. It is also good not to have to worry about using or running electricity.<br /><br />These worked just fine. We had no problems. The quality and durability was good.<br /><br />They really looked pretty. They were unique. They looked fine in the daytime, too. I would recommend these.",1
"Title: Organize da wealth into a socialist economy!
Review: ...Well, a mixed economy.  I don't think full-blown socialism is very effective.  But listening to Dead Prez, I was able to identify with many of the shortfalls of unfettered corporate capitalism.  As the rich get richer and the poor get poorer, you need more and more police and military to defend the status quo and spread false propaganda to the ignorant masses.<br />Most modern hip-hop, unlike the old school stuff, is polluted with too much corporate wealth.  They talk about money, playing women, and homophobia.  Dead Prez rap about socialism, feminism, marijuana liberation, queer liberation, and the destruction of the American police state!  We need fine folks like Dead Prez and rocksters like Zack de la Rocha in a time like this.<br />T",1
"Title: Definitely non-KINK and good looking also!
Review: This gorgeous purple non-kink fresh water hose is awesome! It really IS non KINK! No more trying to stand at my fresh water tank and fill it and wrestle with the hose trying to flip is so it stops kinking.<br /><br />I think most RV-ers start with the typical ""white fresh water hose from Camco"" and those work fine for about 7 months or so, but then they begin to develop kink spots that become permanent and recurring kink points. First one, then two, then 5 places where the hose kinks.<br /><br />I also have the most attractive hose in the RV resort! I bought two, and they fit perfectly in the ""Camco utility storage bag w/ identification tags for organization.""<br /><br />Definitely makes setting up and breaking down camp MUCH easier. The ho",1
"Title: Funko Fail
Review: I have no words for this product. Carl looks like he was chewed up and spit out by his dog Doug. And his nose looks just like his house when it was ruined. This funko pop looked disgusting. At first when I got the package I was so excited. I didn't take him out the box because I didn't want to damage him. But while looking at my other vinyl figures unboxed, I decided to take him out too. And to my surprise, he was already damaged. As a collector I was really upset and would like refund. I can't have a funko pop like this bring down my collection.",0
"Title: So bummed
Review: My baby did not like this at all! I think the nipple was way to skinny and oddly shaped , I was pretty bummed out because the concept and idea of this is amazing ! We're out and about a lot when it's time for her to feed and thus could have been so handy maybe it's just my baby? Or maybe it's the weirdly long  thin nipple ? My baby just wouldn't drink out of this :/ for anyone wondering she normally uses and has no problem with her avent brand nipples and latch munchkin nipples she drinks out of those fine but this bottle she kept spitting out",0
"Title: Broke at a weld
Review: UPDATE 3/27: We’ve had this in use for about less 60 days and it broke at a welded joint in the middle. The break happened when I sat kind of hard in the bed. I’m not a heavy person. We will see if we can weld it back. Very disappointed.<br /><br />ORIGINAL: We’ve had issues getting any size of boxspring up the stairs. Our ceiling is too low for long pieces. This has worked out great! It was shipped fast, well packaged, and I had it assembled by myself within a half hour. It’s very sturdy, not clunky or noisy, and lays flat.",0
"Title: All but Symphony 4 are superb, and the sound defies its age completely
Review: Sergiu Celibidache, the generally accepted master of slow, believed that slower tempi enabled the listener to have a ""transcendent experience"" in response to the music.  Reportedly indeed, his concert-goers sometimes received that very benefit.  To be fair, Celibidache would be as likely to take fast tempi faster than the accepted norm as well.  Despite the criticism of tempi taken, few can deny that this conductor possessed the almost magical ability to bring a fresh perspective to much that he conducted.  In the present DG set of Brahms four symphonies, Celibidache leads the SWR Stuttgart Radio Symphony Orchestra in performances recorded in 1974, 1975, and 1976.  These recordings have been remastered using original bit processing which, a",1
"Title: Fantastic music but - whoops! - incorrect track listing...
Review: As a reviewer on Amazon UK has pointed out, the tracks listed are not those on the actual CDs.<br /><br />Disc Two and Four are correct.<br /><br />Disc One is ALMOST correct. However, when you insert the disc in your player it will list 20 tracks, and not 19 as advertised on the rear cover. This is because between tracks 3 and 4 &#34;Four O'Clock Blues&#34; has been omitted. All 14 tracks of the original album are on the CD, but the listing for this 1 track has not been printed on the rear cover. So, therefore, all the track numbers from &#34;Mister Freddie&#34; onwards have to be shuffled forward one.<br />The biggest kerfuffle is Disc Three though.<br /><br />Tracks 15 through 19 are correct (the first 5 tracks from the album 'Alone with",1
"Title: This almost killed my senior rat.
Review: I hate writing bad reviews. But Carefresh, what has happened to you?<br />I used to use nothing BUT care fresh with my rats a few years ago and never had any issues. I decided to switch back to it for my senior rat. Huge mistake. This nearly KILLED her.<br />She has been a very healthy rat (3 years old and NEVER has had any medical issues) until I put her on this. She started to get an upper respiratory issue and within a day she was on a sharp decline. When antibiotics were not working, the vet suggested that it may be irritation of some sort. I changed her to a paper pellet and she’s much better now.<br />$250 dollars later, medications... I’m not sure what you’re putting in it but please just switch back to the way you used to make it.<b",0
"Title: DOESN'T WORK
Review: This product (LOCTITE Epoxy Gel) is one of the WORST adhesives I've ever used (and I've used many). After setting (curing) for 4 days, the appliques that I affixed to my wall using LOCTITE did not stick to the surface; also an oily, sticky residue ran down my wall. In addition, I am not able to send this product back; perhaps because the item is considered hazardous. This was not REPRESENTED when the item was ordered via Amazon. If the item was shipped to me via logistics; why can't  I return the item via the same logistics?  CCCarroll",0
"Title: TP for my Bunghole??  Doesn't easily get set up to work, if it works at all.
Review: To set the context, I've been working with network technology for 20+ years (having set up many networks).  I apparently made a rookie mistake by thinking a $62 device like this would easily solve my wifi/ethernet needs for an IP phone.  The core issues with this device are as follows:<br /><br />(1) The setup software, while simple is not nearly as intelligent as what you get with Linksys.<br />(2) The error reporting is good (to a point), but once you get stuck, you truly will remain stuck.<br />(3) The support line is not very good and they can help you through the basics for dummies.<br />(4) I spent 2+ hours diagnosing this TP device and why it would not discover my 5GHz router signal.  I finally had to set my router channel to 36 (vs.",0
"Title: Wonderful product
Review: This is one of  three formulas I use from this company. Agile Joints, Blood Sugar and this one are used daily on our 16 year old diabetic and arthritic Manx cat Tiger. I use just 1 drop for each 2 pounds of his weight. I mix them into his pate can cat food and fill a 10 ml syringe twice a day which controls his blood sugar and arthritic conditions. He's improvement on pain allows me to just give him 1 drop of the comfort now twice a day because he isn't in as much pain.<br /><br />What a difference these formulas make in his life.  He no longer just lays in one spot and cries if you try to pet or pick him up. His walking isn't stiff, jerky or slow. He's able to now climb steps of a ramp to get to his sunning spot in the window.. He goes up ",1
"Title: These work perfectly!
Review: I ordered these to install a baby gate in a tricky spot. These worked perfectly. They are little longer than the average baby gate spindle rod, making it a perfect fit for that tricky spot.  I also purchased some pressure pads for the wall to add some extra reinforcement. Before buying these I accidentally bought 10mm rods that were just way too big to fit in the holes, so I had to return them. These 8mm however were a perfect fit. I would definitely recommend these to anyone looking for a baby gate spindle in the 8mm size. Almost forgot to mention, they shipped really fast too.",1
"Title: No concept of level or square.
Review: Instructions were easy to follow, but the welded parts are very carelessly thrown together. The threaded rod, which allows both pivoting and height adjustment, was quite crooked on one of my seats. Also, the threaded tubing on one of the frames, which accepts that threaded rod, was welded in place very crookedly; not at all square. As a result of these defects, the seat was tilted more than 20 degrees relative to the floor. At that point, it falls short of the most basic definition of a chair; you can't SIT on it.<br /><br />Currently waiting for the package to make it back to amazon, so I can get my refund.",0
"Title: Cool App! Biggest Collection of Colors!
Review: I am very happy with my order of the 168 Colors Alcohol Markers for Artists. This arrived in great condition and was well packaged. This arrives in it's own case. In the bottom of the case there are 6 hard plastic forms that have a slot for each marker. This makes it very easy to keep the collection well-organized. I downloaded the app before delivery to see what it was like. I used some photos I had stored in my phone's memory and found that the app is very easy to use. It will be very helpful to me, and is especially handy for using when choosing the flesh-tones for portraits. I have not seen such a good collection of colors before in a marker set, this is a great idea to build such a set. I have used alcohol markers before and do enjoy t",1
"Title: Brilliant story
Review: This is an excellent, excellent book. From the story it tells to the graphics it’s an absolutely enjoyable story.<br />This tells the story of a boy learning how to destroy demons. Tanjiro has barely a clue about where to start until another boy, Giyu, appears who seems to know exactly what is going on and may just have some of the answers Tanjiro needs. That is, if he can stop him from killing his sister!<br />I won’t tell you more than that because it’s a great story and I think you’ll really enjoy not knowing every detail before you start. You’ll quickly find yourself absorbed in the story and addicted to it. I definitely recommend this one and love that it’s a 23 book series.",1
"Title: Very nice pickle ball cover - glad to have it
Review: We have a few nice pickle ball paddles, most with covers, but needed another. I was able to grab this FILA Accessories Pickle ball Paddle Cover Neoprene and am glad I did. Well designed, it has a great neoprene material, that not only looks good, but will protect the paddle perfectly well. We like to protect our gear and I was thrilled to get this cover. It not only works on the one that needed it, but we tried it on all our paddles - of different sizes/shapes - and it fit them all perfectly. We are both very happy with the FILA Accessories Pickle ball Paddle Cover Neoprene and would easily and happily get another if needed. Happy to recommend.",1
"Title: Rusted within 6 months!
Review: I'm going to post this again - because 4/17 brings me to the point of throwing these in the trash, the insides of the blades are so rusted. So buyer beware!<br /><br />My 2016 revew:<br /><br />Apparently I can't contact the seller to make this right before making this review public:<br /><br />I bought these 'lifetime tweezers' last October. Here it is, not 5 months later, and the insides of the blades are covered in rust. Now we live in Hawaii, but for heaven's sake. I've bought cheap dime store cuticle scissors in the past. Their metal is still good after 10 years, though they are loose and dull. So I thought I'd do well buying Tweezerman, as I've had good luck in the past with their tweezers.<br /><br />Wrong. So heads-up people. Sorry ",0
"Title: I wanted to like this tape...
Review: but, I'm afraid that it simply doesn't stick.  I thought it was because of the hair on my legs, so I shaved the area that I needed to apply...no dice.  I used alcohol to thoroughly clean the (now shaved) area...nothing.  As a matter of fact, I'm using the last 3 lengths of my roll right now and I can feel it pulling away from my skin.  It's really disappointing.<br /><br />The only thing I could possibly think of is to tape it down with Rock Tape which does stick extremely well.<br /><br />I also recommend Rock Tape because you can cut it to YOUR desired length instead of the standard length recommended by KT.",0
"Title: Highly recommended
Review: This is an adorable toy. First it is so cute. It is a great size for my toddler to hold. Not too huge for her, but nice and substantial. It sings and talks when you press different parts of its body. It is good for both a boy and a girl.<br /><br />The quality was great. It worked perfectly, and we haven't had any issues with it at all. We have many different toys in the Fisher-Price Laugh & Learn Smart Stages line, and have been very pleased with them. My daughter really likes this toy. I think this would make a fantastic gift.",1
"Title: Great for xmas lights
Review: These really impressed me. They were easy to program since they could be programmed while not plugged in. The instructions suggested they be plugged in for a short while to charge their internal batteries but there was sufficient charge when they arrived. The most useful capability was the ability to set a precise time so that the lights on various circuits came on at least within a minute of each other. You can't do that with the mechanical timer wheels. The price was right. Only used for a month and then stored so we'll see if they work next season.",1
"Title: Addicting and Fun
Review: I have to say,it's difficult to put this game down.  Using your four main buttons on the PSP you tie together strings of rhythmic beats while the little Patapons keep the beat and repeat everything you hit.  Each beat has it's own command that tells the warriors whether to attack, defend, move forward or start a special chant.  Successfully completing a certain number of rhythms in a row will result in frenzy mode which makes the little guys attacks much faster.  This game even comes with a great story line that is pretty easy to follow.<br />  While fighting you'll even be able to pickup upgrades which will apply to certain warriors to help you progress in the game like armor, weapons new drums, food and materials for crafting new warriors",1
"Title: What happened???
Review: These used to be so good, and were my go to for inexpensive rose Turkish delight. This last bag though? Awful. Now they’re all individually wrapped and they were soooo dry and just crumbly, and crunchy even. The taste was a bit off, and I really felt like I should have contested things with Amazon, but I went ahead and ate them anyhow. Then I found a different brand to buy in the future. I’ll gladly come back to these if they work out the kinks, but I really don’t like the individual wrapping for them, so I guess I don’t see that happening anytime soon.",0
"Title: Great workout.
Review: I love this game.  I find it to be more engaging than the original Your Shape, more fun than Biggest Loser and overall better than EA Sports Active 2.  That said, there is no real ""program"" to follow, so I find myself doing a lot of fun things like playing ""wall breaker"", occasionally doing the boot camp workouts and occasionally doing the kickboxing or other cardio workouts.  The workouts are very varied; the tracking is pretty good, and the workout is very very intense if you set your fitness level at the highest level (don't do this unless you are indeed very fit, otherwise it'll probably kill you).",1
"Title: CHEAP PLASTIC MOUNT; GREAT Visibility & Brightness
Review: Great product! I love this light. Super bright for the price and has three light modes; bright, less bright, and flicker modes.<br /><br />I used this for nighttime riding on my dirt bike in the woods and also used for my street bike when biking throughout the city at night. This thing was great and lasted for multiple house. Recharge can be done on the go with a battery pack and micro usb cable running from your backpack to the light, allowing you to ride for even longer.<br /><br />I HAD to give this item a 1 Star as the bracket (100% plastic) broke after two weeks. I had to unscrew the light from the bracket and will continue to use as a basic flashlight.<br /><br />I am going to look at other options for a sturdier light with mount, but",0
"Title: Excellent taste, viscosity and freezes well
Review: I normally do not purchase a six pack of size 10 cans of processed nacho cheese sauce but when I saw this Rosarita brand case at a great price, I jumped on it.  I mean, let's face it, we are going nowhere these days where we could even consider purchasing from a concession stand and we are eating things that we usually do not eat, just to experience some variety.  Being fans of potatoes in any shape, color or recipe, my first thought as I awaited the package arrival was immediately baking potatoes and topping them with the nacho cheese sauce as a baseline.  Nothing else, just the potatoes and sauce.  Yummy!  Then we added things like green onion tops, garbanzo beans. toasted nuts, candied jalapenos, potato chip crumbles, well you get the id",1
"Title: Beautiful Display
Review: It's light weight and comes in a really nice case for transporting and storage. The screen is ample in size and gives a nice, clear picture. You can play DVD's or CD's on it. The sound system is excellent. The layout is simple and it is easy to operate. The directions manual leaves much to be desired, but with a little investigating, and you will be able to operate it in no time. The whole machine casing is made of plastic and is pretty solid. If I were to change anything, I'd make the door to the DVD/CD deck heavier; you'll just have to treat it with care when using. Otherwise, for the price, this is a very good buy.",1
"Title: Fun, silliness and excitement!
Review: This is a blast! It is, perhaps,a little highly strung. Frequently the 1st piece down ends the game!<br />But its fun - lots of screams and giggles ad the pile eventually gets higher<br />I love that it doesn't need batteries!<br />I love that the game is so simple, anyone can play it<br />I don't like that some of the pieces really do &#34;fire&#34; too easily (putting an overly sensitive one down, alone, very gently will cause it to launch)<br />I love that three minutes into this, all the cell phones were in pockets, and all focus was on the game.",1
"Title: As An Avid Student of History, All I could Say Was WOW!
Review: I have collected history books for many years.  I have been an avid student of history since I was quite small- collecting books from the 1800's and even 1700's if I could find anything (which I once did but it got lost).<br /><br />Anyway, I would normally not do this, but I saw this DVD and was so amazed that I sat with my mouth open much of the time.  Never have I seen so much valuable information gathered in one place about the REAL history of the US and Black America that is not twisted to manipulate the viewer.<br /><br />What we saw in this DVD literally changed our lives in a positive way.  If I had the ability I would purchase tons of these to distribute to students throughout the US of all races to give hope and pride back to us a",1
"Title: Disgracefully thin
Review: These bully sticks used to be the ""best"".  I always buy the jumbo odor-free 12-inch.  Since Covid, they are consistently and substantially smaller.  I just purchased yet another bag that I would consider thinner than their actual ""thin bully sticks"".  ALL other brands are exactly the same - trust me because I have tried them all and I buy them frequently.  I'd like to see their rating dropped in the same way they are now (post-Covid) misrepresenting their product.  It's fraudulent really...<br /><br />**UPDATE**  Since I need bully sticks frequently for my dogs and I'm paying a very high price and not getting what I paid for, I did try purchasing the 12-inch odor-free jumbo bully sticks from the actual vendor website.  It took over a week t",0
"Title: Just like LymDyp for mites/mange on cats & dogs! Great stuff.
Review: LimePlus Dip is just like LymDyp which apparently is not made anymore. This stuff is stinky because of the sulphur, but it sure does work. Get the big size just to have it on hand because mites can hide in bedding, rugs, etc. and return until you kill all of them on all of your pets. Easy to dilute and don't rinse it off. It needs to hang around to kill off the mites. Your pet will have yellowish fur.<br /><br />I did not need to use an Elizabethan collar, but some say that you should to keep the pet from licking their fur.<br /><br />Great stuff, kills it all...fleas, mites, lice, ticks, etc.",1
"Title: nonsense waste of money
Review: This item is garbage and a waste of money. The puffy thick stickers are supposed to go onto a child's names?? How??? It was a ridiculous waste of money. The lip gloss pots were in flimsy plastic tray. My niece picked it out ... she's 6... next time I know not to buy this nonsense again. Don't waste your money on it. Wish I could give a negative 5 for the product itself.<br /><br />The seller was good though. It came on time without any problem. I appreciate that of course so 5 stars to the seller.",0
"Title: An expensive hunk of junk.
Review: Despite the fact that this is, clearly, aluminum, it’s intended purpose is to prevent climax for mail. I don’t know of any man alive that has parts down there small enough to be able to use this product. Additionally, you have to use a hex wrench to put it on and take it off, it does have screws that have the little sides to them where you could try to do it with your fingers, but, usually there’s lubricant involved that process and your fingers simply will not  grasp  it. This is a waste of money, don’t purchase this.",0
"Title: Wide, Won't last, Stretch Out!!!!
Review: At first these were fine, after a week I was getting concerned about how much these were stretching out, they are wide to begin with. Now after a month or so they are completely too big, not exaggerating too big, and  there's no back strap to help me stay in them. Also the rhinestone strip is peeling off one sandal. I paid a lot more for these at a local store, if I didn't feel bad already, I was really sick when I saw them here at nearly half price. I purchased a size 6, just like every other shoe in my closet. Worthless, can't wear them, waste of my money!",0
"Title: Does not stick to shower.
Review: The listing claims, ""Holds tight on all shower surfaces."" That is not true. It will not attach to my fiberglass shower stall. I bought this mirror because I don't want to mar my shower. The package includes a plastic disk with a peel and stick adhesive that can be glued to the shower, then the suction cup is supposed to attach to the disk.  I don't know if that would work or not because I don't want to permanently glue the disk to my shower. The suction cup might work if you have old fashioned shiny hard smooth ceramic tile, but is worthless in a modern shower.<br />When the first mirror I received wouldn't attach I returned it for a replacement. The replacement won't stick, either.",0
"Title: The set is fantastic for beginners in the world of fountain pens
Review: The set is fantastic for beginners in the world of fountain pens, especially for students. Light in the hand, perfect for small hands. The fountain pen has a short nib that has a smooth ink flow. The ballpoint pen matches the fountain pen exactly and is a good writer itself. The set comes with a pack of washable blue fountain pen ink and a blue refill for the ballpoint pen. The fantastic thing about the washable ink is, you can purchase an eradicator which erases the ink on one side and writes over it with the other side. Perfect for the finicky writer that does not like to scratch out any writing mistakes. In all, this is a great value for the set.",1
"Title: Not recommended
Review: Some were a bit harder than others. Maybe they were not that fresh. Idk. The grape flavor was a huge disappointment, hard and off tasting. The others, they were hardly okay. Not what I expected or quality I’m use to.<br />My 3 kids, who loves fruit snacks: my girls said they weren’t that bad. My son said they are gross. None of them wanted anymore.<br />Unlike other reviews, I did receive all 48, 8 of each flavor as shown.<br />Now what do I do with the rest…Halloween treats, other kids may like them, or trash? NOT RECOMMENDED 👎🏾👎🏾",0
"Title: My new daily driver
Review: This mouse is amazing. It's grippy, accurate, lightweight, has macro and color customizations, and  an ambidextrous design. I primarily use the mouse for fps gaming and web browsing. I've been playing Rainbow Six Siege with this mouse, and it's very precise and helpful for quick movements. I do feel as if I'm doing better while using it. The one thing that's taking me time to get used to is the additional buttons on the left and right hand size of the mouse (to use as a power user). The back and forth buttons most mice have, this has on both sides. This lets you use the other two as you please. The default is page up and page down, which is very convenient for web browsing. With this setup then, I have a back and forward a webpage on one si",1
"Title: Get ready for TONS of junk mail. Also magazine content crowded and uninteresting for kids.
Review: I ordered this subscription a few years ago and for over a year, I received TONS of junk mail as they gave out my mail address to other companies that sell kid related items.<br />Also, the magazine is poorly put together in a crowded and confusing manner so that even the kids were not entertained by the content.  They are missing out because this magazine had the potential of being something interesting, but falls way short!  And, it really irritated me that they gave away my address and I was bombarded with so much junk mail as a result of my having subscribed to this magazine.",0
"Title: One of the worst &quot;Fidelios&quot; ever
Review: Toscanini was a great conductor and a great Beethoven interpreter, but everything works against this &quot;Fidelio.&quot;  For one thing, this was a period when he was conducting everything much too fast.  For another, he omits all the spoken dialogue which compresses the opera even further.  The cast is also dreadful, with almost every singer miscast: Bampton's Leonore is thin and shrill, Peerce's Florestan relentlessly loud and beefy-sounding, Steber's Marzelline too heavy.  In addition, neither Bampton nor Peerce sing with any feeling or dramatic conviction.  And then there are the Studio 8-H sonics, so dry and boxy that every note sounds like a thump on the head.<br />Try to find the legendary 1941 Met broadcast conducted by Bruno Walte",0
"Title: Not even close to ""heavy duty""
Review: Heavy duty? Seriously?! I cut through one, one-inch thick piece of galvanized pipe letting the machine do the work (in other words not pushing hard) and it went roughly 3/4 of the way through before it started throwing significantly less sparks and cutting massively slower. After two pipes it made a 1/8&#34; dent in a third and refused to do anything more so I had to replace the wheel. Burned through the whole 4-pack on a single job before replacing with another brand that lasted five or six times as long. I like my DeWalt cut-off machine, but these wheels are awful.",0
"Title: Been 2+ years with Kp with 0 (zero) problems
Review: Installed Kp internet security 2015 on Windows 7 laptop without any problems and no need to uninstall 2014 KP first.  The new version's interface is more sophisticated than previous with some time saving additions. Reviewing and changing defaults in Settings is quick and easy. Re its abilities to keep malware off my machine and preserve my privacy, I give it 5 stars. My older Intel Core 2 machine continues to run very fast suggesting  good Kp efficiency. So with a tweaked  Windows 7 for performance, it's about 90 seconds from hitting the power on button to what appears full OS and Kp functioning. And, Kp 2015's low amazon pricing is competitive vs other retailers' and the other top rated internet suites.. I paid ~$26 with  actual faster tha",1
"Title: It’s really not at all what is advertised in the merchant’s listing so be forewarned.
Review: I returned this after one day. It really is not at all as advertised. It is NOT “3D” whatsoever, nor can you “program it” because all it can do is “pulse” side to side rather strongly and not really “vibrate” like the platforms I’ve used at gyms or at my chiropractor. As a result, it is very violent and forceful. You can only control the level of violence from short violent bursts of motion to one’s that can injure yourself so use caution. The levels of “pulse” are not very gradual, either... just rather abrupt modules. The time can also be adjusted... but that is all. Another major consideration is that this unit is NOT “UL” certified, so I was concerned about a potential overheating and fire danger. I’d suggest looking elsewhere.",0
"Title: Great idea, poor implementation
Review: This product did not work as advertised. The IP address for the wireless device is the same as my router, which caused a problem upon setup because the utility would try to communicate with the router and not the extender. After talking to tech support, I was able to set things up through a work around. Things were smooth for a couple of weeks but then I started having connection problems due to the same IP conflict. The problems kept growing and now reached the point of dysfunction. Here are my gripes:<br />- The IP conflict issue is simply poor execution. This shouldn't be hard to foresee and a simple fix should be easy to provide.<br />- Tech support is awful. My latest call to them were a waste of time. I couldn't understand what the te",0
